email,training type,Week,marks_type,Score
lilyward@example.com,PowerBI Training,Week 6,Quiz,26
matthewfoster@example.com,PowerBI Training,Week 6,Quiz,38
abigailbrooks@example.com,PowerBI Training,Week 6,Quiz,99
josephgriffin@example.com,PowerBI Training,Week 6,Quiz,55
ellareed@example.com,PowerBI Training,Week 6,Quiz,100
davidflores@example.com,PowerBI Training,Week 6,Quiz,12
chloehoward@example.com,PowerBI Training,Week 6,Quiz,72
andrewstewart@example.com,PowerBI Training,Week 6,Quiz,15
victoriaking@example.com,PowerBI Training,Week 6,Quiz,74
thomasphillips@example.com,PowerBI Training,Week 6,Quiz,58
hannahbutler@example.com,PowerBI Training,Week 6,Quiz,54
christophermorgan@example.com,PowerBI Training,Week 6,Quiz,55
arialee@example.com,PowerBI Training,Week 6,Quiz,73
anthonybell@example.com,PowerBI Training,Week 6,Quiz,5
nataliesanders@example.com,PowerBI Training,Week 6,Quiz,69
joshuamorris@example.com,PowerBI Training,Week 6,Quiz,32
scarlettrivera@example.com,PowerBI Training,Week 6,Quiz,37
jonathanperry@example.com,PowerBI Training,Week 6,Quiz,40
penelopecook@example.com,PowerBI Training,Week 6,Quiz,71
ryanpeterson@example.com,PowerBI Training,Week 6,Quiz,74
eleanorbarnes@example.com,PowerBI Training,Week 6,Quiz,56
calebjenkins@example.com,PowerBI Training,Week 6,Quiz,24
zoeyrussell@example.com,PowerBI Training,Week 6,Quiz,83
jackmurphy@example.com,PowerBI Training,Week 6,Quiz,75
madisonhayes@example.com,PowerBI Training,Week 6,Quiz,65
charlescoleman@example.com,PowerBI Training,Week 6,Quiz,84
laylacooper@example.com,PowerBI Training,Week 6,Quiz,37
ethankelly@example.com,PowerBI Training,Week 6,Quiz,19
sofiarichardson@example.com,PowerBI Training,Week 6,Quiz,92
owencox@example.com,PowerBI Training,Week 6,Quiz,25
noraward@example.com,PowerBI Training,Week 6,Quiz,98
isaacprice@example.com,PowerBI Training,Week 6,Quiz,76
hazellong@example.com,PowerBI Training,Week 6,Quiz,65
dylanpowell@example.com,PowerBI Training,Week 6,Quiz,3
lillianfisher@example.com,PowerBI Training,Week 6,Quiz,99
christianhenderson@example.com,PowerBI Training,Week 6,Quiz,47
audreymyers@example.com,PowerBI Training,Week 6,Quiz,26
lukebryant@example.com,PowerBI Training,Week 6,Quiz,90
lucynguyen@example.com,PowerBI Training,Week 6,Quiz,27
carterkim@example.com,PowerBI Training,Week 6,Quiz,46
samanthachavez@example.com,PowerBI Training,Week 6,Quiz,98
gabrieljenkins@example.com,PowerBI Training,Week 6,Quiz,31
bellamorales@example.com,PowerBI Training,Week 6,Quiz,53
aaronhayes@example.com,PowerBI Training,Week 6,Quiz,32
mayaporter@example.com,PowerBI Training,Week 6,Quiz,23
julianramirez@example.com,PowerBI Training,Week 6,Quiz,80
rubyhunter@example.com,PowerBI Training,Week 6,Quiz,25
leoross@example.com,PowerBI Training,Week 6,Quiz,97
sadiediaz@example.com,PowerBI Training,Week 6,Quiz,26
adamsimmons@example.com,PowerBI Training,Week 6,Quiz,50
violetgray@example.com,PowerBI Training,Week 6,Quiz,52
nathanmitchell@example.com,PowerBI Training,Week 6,Quiz,56
stellaperry@example.com,PowerBI Training,Week 6,Quiz,82
aidenrichardson@example.com,PowerBI Training,Week 6,Quiz,39
leahlopez@example.com,PowerBI Training,Week 6,Quiz,27
hunterbarnes@example.com,PowerBI Training,Week 6,Quiz,55
milabrooks@example.com,PowerBI Training,Week 6,Quiz,15
sebastiancarter@example.com,PowerBI Training,Week 6,Quiz,39
elliehughes@example.com,PowerBI Training,Week 6,Quiz,56
jacksonbennett@example.com,PowerBI Training,Week 6,Quiz,34
lunasanders@example.com,PowerBI Training,Week 6,Quiz,88
zacharyrogers@example.com,PowerBI Training,Week 6,Quiz,10
naomiward@example.com,PowerBI Training,Week 6,Quiz,43
liambrown@example.com,PowerBI Training,Week 6,Quiz,9
gabriellacruz@example.com,PowerBI Training,Week 6,Quiz,3
patrickreed@example.com,PowerBI Training,Week 6,Quiz,20
zoeylong@example.com,PowerBI Training,Week 6,Quiz,42
calebscott@example.com,PowerBI Training,Week 6,Quiz,57
harperthompson@example.com,PowerBI Training,Week 6,Quiz,93
blakecarter@example.com,PowerBI Training,Week 6,Quiz,51
emilycoleman@example.com,PowerBI Training,Week 6,Quiz,46
dominicmyers@example.com,PowerBI Training,Week 6,Quiz,3
gracebell@example.com,PowerBI Training,Week 6,Quiz,36
isaacwright@example.com,PowerBI Training,Week 6,Quiz,14
lilyphillips@example.com,PowerBI Training,Week 6,Quiz,82
jaydenstewart@example.com,PowerBI Training,Week 6,Quiz,7
charlotteallen@example.com,PowerBI Training,Week 6,Quiz,56
emilyjohnson@example.com,PowerBI Training,Week 7,Quiz,8
lucasanderson@example.com,PowerBI Training,Week 7,Quiz,1
benjaminharris@example.com,PowerBI Training,Week 7,Quiz,32
isabellamoore@example.com,PowerBI Training,Week 7,Quiz,60
jamescarter@example.com,PowerBI Training,Week 7,Quiz,31
oliviamartin@example.com,PowerBI Training,Week 7,Quiz,49
alexanderwright@example.com,PowerBI Training,Week 7,Quiz,66
sophialewis@example.com,PowerBI Training,Week 7,Quiz,9
michaelscott@example.com,PowerBI Training,Week 7,Quiz,43
ameliaclark@example.com,PowerBI Training,Week 7,Quiz,54
noahrobinson@example.com,PowerBI Training,Week 7,Quiz,61
gracerodriguez@example.com,PowerBI Training,Week 7,Quiz,40
elijahturner@example.com,PowerBI Training,Week 7,Quiz,35
avamitchell@example.com,PowerBI Training,Week 7,Quiz,47
williamcooper@example.com,PowerBI Training,Week 7,Quiz,52
charlottehill@example.com,PowerBI Training,Week 7,Quiz,63
henryadams@example.com,PowerBI Training,Week 7,Quiz,24
evelynbaker@example.com,PowerBI Training,Week 7,Quiz,27
samuelcollins@example.com,PowerBI Training,Week 7,Quiz,85
miaallen@example.com,PowerBI Training,Week 7,Quiz,88
danielbennett@example.com,PowerBI Training,Week 7,Quiz,70
harperparker@example.com,PowerBI Training,Week 7,Quiz,0
jacobyoung@example.com,PowerBI Training,Week 7,Quiz,94
lilyward@example.com,PowerBI Training,Week 7,Quiz,78
matthewfoster@example.com,PowerBI Training,Week 7,Quiz,37
abigailbrooks@example.com,PowerBI Training,Week 7,Quiz,99
josephgriffin@example.com,PowerBI Training,Week 7,Quiz,96
ellareed@example.com,PowerBI Training,Week 7,Quiz,60
davidflores@example.com,PowerBI Training,Week 7,Quiz,53
chloehoward@example.com,PowerBI Training,Week 7,Quiz,16
andrewstewart@example.com,PowerBI Training,Week 7,Quiz,72
victoriaking@example.com,PowerBI Training,Week 7,Quiz,23
thomasphillips@example.com,PowerBI Training,Week 7,Quiz,83
hannahbutler@example.com,PowerBI Training,Week 7,Quiz,22
christophermorgan@example.com,PowerBI Training,Week 7,Quiz,66
arialee@example.com,PowerBI Training,Week 7,Quiz,8
anthonybell@example.com,PowerBI Training,Week 7,Quiz,76
nataliesanders@example.com,PowerBI Training,Week 7,Quiz,40
joshuamorris@example.com,PowerBI Training,Week 7,Quiz,94
scarlettrivera@example.com,PowerBI Training,Week 7,Quiz,70
jonathanperry@example.com,PowerBI Training,Week 7,Quiz,94
penelopecook@example.com,PowerBI Training,Week 7,Quiz,64
ryanpeterson@example.com,PowerBI Training,Week 7,Quiz,39
eleanorbarnes@example.com,PowerBI Training,Week 7,Quiz,86
calebjenkins@example.com,PowerBI Training,Week 7,Quiz,49
zoeyrussell@example.com,PowerBI Training,Week 7,Quiz,63
jackmurphy@example.com,PowerBI Training,Week 7,Quiz,35
madisonhayes@example.com,PowerBI Training,Week 7,Quiz,33
charlescoleman@example.com,PowerBI Training,Week 7,Quiz,48
laylacooper@example.com,PowerBI Training,Week 7,Quiz,11
ethankelly@example.com,PowerBI Training,Week 7,Quiz,18
sofiarichardson@example.com,PowerBI Training,Week 7,Quiz,49
owencox@example.com,PowerBI Training,Week 7,Quiz,95
noraward@example.com,PowerBI Training,Week 7,Quiz,10
isaacprice@example.com,PowerBI Training,Week 7,Quiz,6
hazellong@example.com,PowerBI Training,Week 7,Quiz,72
dylanpowell@example.com,PowerBI Training,Week 7,Quiz,41
lillianfisher@example.com,PowerBI Training,Week 7,Quiz,69
christianhenderson@example.com,PowerBI Training,Week 7,Quiz,58
audreymyers@example.com,PowerBI Training,Week 7,Quiz,73
lukebryant@example.com,PowerBI Training,Week 7,Quiz,34
lucynguyen@example.com,PowerBI Training,Week 7,Quiz,51
carterkim@example.com,PowerBI Training,Week 7,Quiz,59
samanthachavez@example.com,PowerBI Training,Week 7,Quiz,6
gabrieljenkins@example.com,PowerBI Training,Week 7,Quiz,88
bellamorales@example.com,PowerBI Training,Week 7,Quiz,48
aaronhayes@example.com,PowerBI Training,Week 7,Quiz,50
mayaporter@example.com,PowerBI Training,Week 7,Quiz,86
julianramirez@example.com,PowerBI Training,Week 7,Quiz,14
rubyhunter@example.com,PowerBI Training,Week 7,Quiz,13
leoross@example.com,PowerBI Training,Week 7,Quiz,19
sadiediaz@example.com,PowerBI Training,Week 7,Quiz,26
adamsimmons@example.com,PowerBI Training,Week 7,Quiz,97
violetgray@example.com,PowerBI Training,Week 7,Quiz,24
nathanmitchell@example.com,PowerBI Training,Week 7,Quiz,68
stellaperry@example.com,PowerBI Training,Week 7,Quiz,7
aidenrichardson@example.com,PowerBI Training,Week 7,Quiz,56
leahlopez@example.com,PowerBI Training,Week 7,Quiz,42
hunterbarnes@example.com,PowerBI Training,Week 7,Quiz,65
milabrooks@example.com,PowerBI Training,Week 7,Quiz,37
sebastiancarter@example.com,PowerBI Training,Week 7,Quiz,46
elliehughes@example.com,PowerBI Training,Week 7,Quiz,66
jacksonbennett@example.com,PowerBI Training,Week 7,Quiz,38
lunasanders@example.com,PowerBI Training,Week 7,Quiz,24
zacharyrogers@example.com,PowerBI Training,Week 7,Quiz,6
naomiward@example.com,PowerBI Training,Week 7,Quiz,65
liambrown@example.com,PowerBI Training,Week 7,Quiz,69
gabriellacruz@example.com,PowerBI Training,Week 7,Quiz,63
patrickreed@example.com,PowerBI Training,Week 7,Quiz,18
zoeylong@example.com,PowerBI Training,Week 7,Quiz,64
calebscott@example.com,PowerBI Training,Week 7,Quiz,94
harperthompson@example.com,PowerBI Training,Week 7,Quiz,7
blakecarter@example.com,PowerBI Training,Week 7,Quiz,0
emilycoleman@example.com,PowerBI Training,Week 7,Quiz,84
dominicmyers@example.com,PowerBI Training,Week 7,Quiz,79
gracebell@example.com,PowerBI Training,Week 7,Quiz,56
isaacwright@example.com,PowerBI Training,Week 7,Quiz,66
lilyphillips@example.com,PowerBI Training,Week 7,Quiz,42
jaydenstewart@example.com,PowerBI Training,Week 7,Quiz,73
charlotteallen@example.com,PowerBI Training,Week 7,Quiz,6
emilyjohnson@example.com,PowerBI Training,Week 8,Quiz,4
lucasanderson@example.com,PowerBI Training,Week 8,Quiz,82
benjaminharris@example.com,PowerBI Training,Week 8,Quiz,70
isabellamoore@example.com,PowerBI Training,Week 8,Quiz,92
jamescarter@example.com,PowerBI Training,Week 8,Quiz,58
oliviamartin@example.com,PowerBI Training,Week 8,Quiz,77
alexanderwright@example.com,PowerBI Training,Week 8,Quiz,95
sophialewis@example.com,PowerBI Training,Week 8,Quiz,20
michaelscott@example.com,PowerBI Training,Week 8,Quiz,53
ameliaclark@example.com,PowerBI Training,Week 8,Quiz,73
noahrobinson@example.com,PowerBI Training,Week 8,Quiz,8
gracerodriguez@example.com,PowerBI Training,Week 8,Quiz,17
elijahturner@example.com,PowerBI Training,Week 8,Quiz,53
avamitchell@example.com,PowerBI Training,Week 8,Quiz,52
williamcooper@example.com,PowerBI Training,Week 8,Quiz,54
charlottehill@example.com,PowerBI Training,Week 8,Quiz,76
henryadams@example.com,PowerBI Training,Week 8,Quiz,8
evelynbaker@example.com,PowerBI Training,Week 8,Quiz,65
samuelcollins@example.com,PowerBI Training,Week 8,Quiz,87
miaallen@example.com,PowerBI Training,Week 8,Quiz,3
danielbennett@example.com,PowerBI Training,Week 8,Quiz,19
harperparker@example.com,PowerBI Training,Week 8,Quiz,70
jacobyoung@example.com,PowerBI Training,Week 8,Quiz,15
lilyward@example.com,PowerBI Training,Week 8,Quiz,95
matthewfoster@example.com,PowerBI Training,Week 8,Quiz,95
abigailbrooks@example.com,PowerBI Training,Week 8,Quiz,84
josephgriffin@example.com,PowerBI Training,Week 8,Quiz,43
ellareed@example.com,PowerBI Training,Week 8,Quiz,30
davidflores@example.com,PowerBI Training,Week 8,Quiz,1
chloehoward@example.com,PowerBI Training,Week 8,Quiz,99
andrewstewart@example.com,PowerBI Training,Week 8,Quiz,72
victoriaking@example.com,PowerBI Training,Week 8,Quiz,72
thomasphillips@example.com,PowerBI Training,Week 8,Quiz,37
hannahbutler@example.com,PowerBI Training,Week 8,Quiz,72
christophermorgan@example.com,PowerBI Training,Week 8,Quiz,7
arialee@example.com,PowerBI Training,Week 8,Quiz,64
anthonybell@example.com,PowerBI Training,Week 8,Quiz,83
nataliesanders@example.com,PowerBI Training,Week 8,Quiz,95
joshuamorris@example.com,PowerBI Training,Week 8,Quiz,64
scarlettrivera@example.com,PowerBI Training,Week 8,Quiz,13
jonathanperry@example.com,PowerBI Training,Week 8,Quiz,36
penelopecook@example.com,PowerBI Training,Week 8,Quiz,27
ryanpeterson@example.com,PowerBI Training,Week 8,Quiz,44
eleanorbarnes@example.com,PowerBI Training,Week 8,Quiz,78
calebjenkins@example.com,PowerBI Training,Week 8,Quiz,88
zoeyrussell@example.com,PowerBI Training,Week 8,Quiz,87
jackmurphy@example.com,PowerBI Training,Week 8,Quiz,39
madisonhayes@example.com,PowerBI Training,Week 8,Quiz,35
charlescoleman@example.com,PowerBI Training,Week 8,Quiz,95
laylacooper@example.com,PowerBI Training,Week 8,Quiz,32
ethankelly@example.com,PowerBI Training,Week 8,Quiz,70
sofiarichardson@example.com,PowerBI Training,Week 8,Quiz,52
owencox@example.com,PowerBI Training,Week 8,Quiz,84
noraward@example.com,PowerBI Training,Week 8,Quiz,41
isaacprice@example.com,PowerBI Training,Week 8,Quiz,38
hazellong@example.com,PowerBI Training,Week 8,Quiz,54
dylanpowell@example.com,PowerBI Training,Week 8,Quiz,21
lillianfisher@example.com,PowerBI Training,Week 8,Quiz,32
christianhenderson@example.com,PowerBI Training,Week 8,Quiz,67
audreymyers@example.com,PowerBI Training,Week 8,Quiz,75
lukebryant@example.com,PowerBI Training,Week 8,Quiz,56
lucynguyen@example.com,PowerBI Training,Week 8,Quiz,33
carterkim@example.com,PowerBI Training,Week 8,Quiz,57
samanthachavez@example.com,PowerBI Training,Week 8,Quiz,92
gabrieljenkins@example.com,PowerBI Training,Week 8,Quiz,29
bellamorales@example.com,PowerBI Training,Week 8,Quiz,8
aaronhayes@example.com,PowerBI Training,Week 8,Quiz,42
mayaporter@example.com,PowerBI Training,Week 8,Quiz,75
julianramirez@example.com,PowerBI Training,Week 8,Quiz,14
rubyhunter@example.com,PowerBI Training,Week 8,Quiz,49
leoross@example.com,PowerBI Training,Week 8,Quiz,97
sadiediaz@example.com,PowerBI Training,Week 8,Quiz,33
adamsimmons@example.com,PowerBI Training,Week 8,Quiz,64
violetgray@example.com,PowerBI Training,Week 8,Quiz,42
nathanmitchell@example.com,PowerBI Training,Week 8,Quiz,15
stellaperry@example.com,PowerBI Training,Week 8,Quiz,8
aidenrichardson@example.com,PowerBI Training,Week 8,Quiz,42
leahlopez@example.com,PowerBI Training,Week 8,Quiz,0
hunterbarnes@example.com,PowerBI Training,Week 8,Quiz,66
milabrooks@example.com,PowerBI Training,Week 8,Quiz,9
sebastiancarter@example.com,PowerBI Training,Week 8,Quiz,47
elliehughes@example.com,PowerBI Training,Week 8,Quiz,1
jacksonbennett@example.com,PowerBI Training,Week 8,Quiz,60
lunasanders@example.com,PowerBI Training,Week 8,Quiz,21
zacharyrogers@example.com,PowerBI Training,Week 8,Quiz,62
naomiward@example.com,PowerBI Training,Week 8,Quiz,25
liambrown@example.com,PowerBI Training,Week 8,Quiz,59
gabriellacruz@example.com,PowerBI Training,Week 8,Quiz,74
patrickreed@example.com,PowerBI Training,Week 8,Quiz,15
zoeylong@example.com,PowerBI Training,Week 8,Quiz,3
calebscott@example.com,PowerBI Training,Week 8,Quiz,25
harperthompson@example.com,PowerBI Training,Week 8,Quiz,31
blakecarter@example.com,PowerBI Training,Week 8,Quiz,99
emilycoleman@example.com,PowerBI Training,Week 8,Quiz,66
dominicmyers@example.com,PowerBI Training,Week 8,Quiz,47
gracebell@example.com,PowerBI Training,Week 8,Quiz,53
isaacwright@example.com,PowerBI Training,Week 8,Quiz,57
lilyphillips@example.com,PowerBI Training,Week 8,Quiz,81
jaydenstewart@example.com,PowerBI Training,Week 8,Quiz,26
charlotteallen@example.com,PowerBI Training,Week 8,Quiz,31
emilyjohnson@example.com,PowerBI Training,Week 9,Quiz,90
lucasanderson@example.com,PowerBI Training,Week 9,Quiz,94
benjaminharris@example.com,PowerBI Training,Week 9,Quiz,2
isabellamoore@example.com,PowerBI Training,Week 9,Quiz,44
jamescarter@example.com,PowerBI Training,Week 9,Quiz,39
oliviamartin@example.com,PowerBI Training,Week 9,Quiz,57
alexanderwright@example.com,PowerBI Training,Week 9,Quiz,95
sophialewis@example.com,PowerBI Training,Week 9,Quiz,40
michaelscott@example.com,PowerBI Training,Week 9,Quiz,89
ameliaclark@example.com,PowerBI Training,Week 9,Quiz,30
noahrobinson@example.com,PowerBI Training,Week 9,Quiz,46
gracerodriguez@example.com,PowerBI Training,Week 9,Quiz,84
elijahturner@example.com,PowerBI Training,Week 9,Quiz,62
avamitchell@example.com,PowerBI Training,Week 9,Quiz,60
williamcooper@example.com,PowerBI Training,Week 9,Quiz,15
charlottehill@example.com,PowerBI Training,Week 9,Quiz,51
henryadams@example.com,PowerBI Training,Week 9,Quiz,37
evelynbaker@example.com,PowerBI Training,Week 9,Quiz,80
samuelcollins@example.com,PowerBI Training,Week 9,Quiz,88
miaallen@example.com,PowerBI Training,Week 9,Quiz,74
danielbennett@example.com,PowerBI Training,Week 9,Quiz,24
harperparker@example.com,PowerBI Training,Week 9,Quiz,19
jacobyoung@example.com,PowerBI Training,Week 9,Quiz,19
lilyward@example.com,PowerBI Training,Week 9,Quiz,34
matthewfoster@example.com,PowerBI Training,Week 9,Quiz,51
abigailbrooks@example.com,PowerBI Training,Week 9,Quiz,74
josephgriffin@example.com,PowerBI Training,Week 9,Quiz,100
ellareed@example.com,PowerBI Training,Week 9,Quiz,0
davidflores@example.com,PowerBI Training,Week 9,Quiz,79
chloehoward@example.com,PowerBI Training,Week 9,Quiz,92
andrewstewart@example.com,PowerBI Training,Week 9,Quiz,39
victoriaking@example.com,PowerBI Training,Week 9,Quiz,11
thomasphillips@example.com,PowerBI Training,Week 9,Quiz,68
hannahbutler@example.com,PowerBI Training,Week 9,Quiz,27
christophermorgan@example.com,PowerBI Training,Week 9,Quiz,70
arialee@example.com,PowerBI Training,Week 9,Quiz,30
anthonybell@example.com,PowerBI Training,Week 9,Quiz,22
nataliesanders@example.com,PowerBI Training,Week 9,Quiz,89
joshuamorris@example.com,PowerBI Training,Week 9,Quiz,52
scarlettrivera@example.com,PowerBI Training,Week 9,Quiz,37
jonathanperry@example.com,PowerBI Training,Week 9,Quiz,33
penelopecook@example.com,PowerBI Training,Week 9,Quiz,27
ryanpeterson@example.com,PowerBI Training,Week 9,Quiz,38
eleanorbarnes@example.com,PowerBI Training,Week 9,Quiz,86
calebjenkins@example.com,PowerBI Training,Week 9,Quiz,99
zoeyrussell@example.com,PowerBI Training,Week 9,Quiz,47
jackmurphy@example.com,PowerBI Training,Week 9,Quiz,97
madisonhayes@example.com,PowerBI Training,Week 9,Quiz,46
charlescoleman@example.com,PowerBI Training,Week 9,Quiz,66
laylacooper@example.com,PowerBI Training,Week 9,Quiz,20
ethankelly@example.com,PowerBI Training,Week 9,Quiz,98
sofiarichardson@example.com,PowerBI Training,Week 9,Quiz,0
owencox@example.com,PowerBI Training,Week 9,Quiz,13
noraward@example.com,PowerBI Training,Week 9,Quiz,18
isaacprice@example.com,PowerBI Training,Week 9,Quiz,18
hazellong@example.com,PowerBI Training,Week 9,Quiz,81
dylanpowell@example.com,PowerBI Training,Week 9,Quiz,28
lillianfisher@example.com,PowerBI Training,Week 9,Quiz,61
christianhenderson@example.com,PowerBI Training,Week 9,Quiz,48
audreymyers@example.com,PowerBI Training,Week 9,Quiz,86
lukebryant@example.com,PowerBI Training,Week 9,Quiz,65
lucynguyen@example.com,PowerBI Training,Week 9,Quiz,62
carterkim@example.com,PowerBI Training,Week 9,Quiz,10
samanthachavez@example.com,PowerBI Training,Week 9,Quiz,18
gabrieljenkins@example.com,PowerBI Training,Week 9,Quiz,79
bellamorales@example.com,PowerBI Training,Week 9,Quiz,49
aaronhayes@example.com,PowerBI Training,Week 9,Quiz,28
mayaporter@example.com,PowerBI Training,Week 9,Quiz,78
julianramirez@example.com,PowerBI Training,Week 9,Quiz,93
rubyhunter@example.com,PowerBI Training,Week 9,Quiz,25
leoross@example.com,PowerBI Training,Week 9,Quiz,94
sadiediaz@example.com,PowerBI Training,Week 9,Quiz,57
adamsimmons@example.com,PowerBI Training,Week 9,Quiz,95
violetgray@example.com,PowerBI Training,Week 9,Quiz,2
nathanmitchell@example.com,PowerBI Training,Week 9,Quiz,83
stellaperry@example.com,PowerBI Training,Week 9,Quiz,59
aidenrichardson@example.com,PowerBI Training,Week 9,Quiz,6
leahlopez@example.com,PowerBI Training,Week 9,Quiz,66
hunterbarnes@example.com,PowerBI Training,Week 9,Quiz,21
milabrooks@example.com,PowerBI Training,Week 9,Quiz,38
sebastiancarter@example.com,PowerBI Training,Week 9,Quiz,60
elliehughes@example.com,PowerBI Training,Week 9,Quiz,16
jacksonbennett@example.com,PowerBI Training,Week 9,Quiz,64
lunasanders@example.com,PowerBI Training,Week 9,Quiz,59
zacharyrogers@example.com,PowerBI Training,Week 9,Quiz,9
naomiward@example.com,PowerBI Training,Week 9,Quiz,67
liambrown@example.com,PowerBI Training,Week 9,Quiz,68
gabriellacruz@example.com,PowerBI Training,Week 9,Quiz,58
patrickreed@example.com,PowerBI Training,Week 9,Quiz,61
zoeylong@example.com,PowerBI Training,Week 9,Quiz,92
calebscott@example.com,PowerBI Training,Week 9,Quiz,34
harperthompson@example.com,PowerBI Training,Week 9,Quiz,21
blakecarter@example.com,PowerBI Training,Week 9,Quiz,87
emilycoleman@example.com,PowerBI Training,Week 9,Quiz,32
dominicmyers@example.com,PowerBI Training,Week 9,Quiz,70
gracebell@example.com,PowerBI Training,Week 9,Quiz,29
isaacwright@example.com,PowerBI Training,Week 9,Quiz,78
lilyphillips@example.com,PowerBI Training,Week 9,Quiz,34
jaydenstewart@example.com,PowerBI Training,Week 9,Quiz,23
charlotteallen@example.com,PowerBI Training,Week 9,Quiz,61
emilyjohnson@example.com,PowerBI Training,Week 10,Quiz,37
lucasanderson@example.com,PowerBI Training,Week 10,Quiz,59
benjaminharris@example.com,PowerBI Training,Week 10,Quiz,53
isabellamoore@example.com,PowerBI Training,Week 10,Quiz,29
jamescarter@example.com,PowerBI Training,Week 10,Quiz,13
oliviamartin@example.com,PowerBI Training,Week 10,Quiz,76
alexanderwright@example.com,PowerBI Training,Week 10,Quiz,90
sophialewis@example.com,PowerBI Training,Week 10,Quiz,63
michaelscott@example.com,PowerBI Training,Week 10,Quiz,88
ameliaclark@example.com,PowerBI Training,Week 10,Quiz,94
noahrobinson@example.com,PowerBI Training,Week 10,Quiz,53
gracerodriguez@example.com,PowerBI Training,Week 10,Quiz,70
elijahturner@example.com,PowerBI Training,Week 10,Quiz,3
avamitchell@example.com,PowerBI Training,Week 10,Quiz,32
williamcooper@example.com,PowerBI Training,Week 10,Quiz,34
charlottehill@example.com,PowerBI Training,Week 10,Quiz,84
henryadams@example.com,PowerBI Training,Week 10,Quiz,63
evelynbaker@example.com,PowerBI Training,Week 10,Quiz,98
samuelcollins@example.com,PowerBI Training,Week 10,Quiz,92
miaallen@example.com,PowerBI Training,Week 10,Quiz,32
danielbennett@example.com,PowerBI Training,Week 10,Quiz,53
harperparker@example.com,PowerBI Training,Week 10,Quiz,19
jacobyoung@example.com,PowerBI Training,Week 10,Quiz,39
lilyward@example.com,PowerBI Training,Week 10,Quiz,8
matthewfoster@example.com,PowerBI Training,Week 10,Quiz,74
abigailbrooks@example.com,PowerBI Training,Week 10,Quiz,36
josephgriffin@example.com,PowerBI Training,Week 10,Quiz,75
ellareed@example.com,PowerBI Training,Week 10,Quiz,44
davidflores@example.com,PowerBI Training,Week 10,Quiz,5
chloehoward@example.com,PowerBI Training,Week 10,Quiz,9
andrewstewart@example.com,PowerBI Training,Week 10,Quiz,86
victoriaking@example.com,PowerBI Training,Week 10,Quiz,68
thomasphillips@example.com,PowerBI Training,Week 10,Quiz,1
hannahbutler@example.com,PowerBI Training,Week 10,Quiz,87
christophermorgan@example.com,PowerBI Training,Week 10,Quiz,76
arialee@example.com,PowerBI Training,Week 10,Quiz,28
anthonybell@example.com,PowerBI Training,Week 10,Quiz,14
nataliesanders@example.com,PowerBI Training,Week 10,Quiz,98
joshuamorris@example.com,PowerBI Training,Week 10,Quiz,82
scarlettrivera@example.com,PowerBI Training,Week 10,Quiz,97
jonathanperry@example.com,PowerBI Training,Week 10,Quiz,70
penelopecook@example.com,PowerBI Training,Week 10,Quiz,31
ryanpeterson@example.com,PowerBI Training,Week 10,Quiz,0
eleanorbarnes@example.com,PowerBI Training,Week 10,Quiz,91
calebjenkins@example.com,PowerBI Training,Week 10,Quiz,79
zoeyrussell@example.com,PowerBI Training,Week 10,Quiz,96
jackmurphy@example.com,PowerBI Training,Week 10,Quiz,88
madisonhayes@example.com,PowerBI Training,Week 10,Quiz,85
charlescoleman@example.com,PowerBI Training,Week 10,Quiz,10
laylacooper@example.com,PowerBI Training,Week 10,Quiz,96
ethankelly@example.com,PowerBI Training,Week 10,Quiz,46
sofiarichardson@example.com,PowerBI Training,Week 10,Quiz,75
owencox@example.com,PowerBI Training,Week 10,Quiz,66
noraward@example.com,PowerBI Training,Week 10,Quiz,68
isaacprice@example.com,PowerBI Training,Week 10,Quiz,48
hazellong@example.com,PowerBI Training,Week 10,Quiz,27
dylanpowell@example.com,PowerBI Training,Week 10,Quiz,48
lillianfisher@example.com,PowerBI Training,Week 10,Quiz,62
christianhenderson@example.com,PowerBI Training,Week 10,Quiz,65
audreymyers@example.com,PowerBI Training,Week 10,Quiz,33
lukebryant@example.com,PowerBI Training,Week 10,Quiz,6
lucynguyen@example.com,PowerBI Training,Week 10,Quiz,52
carterkim@example.com,PowerBI Training,Week 10,Quiz,15
samanthachavez@example.com,PowerBI Training,Week 10,Quiz,71
gabrieljenkins@example.com,PowerBI Training,Week 10,Quiz,37
bellamorales@example.com,PowerBI Training,Week 10,Quiz,30
aaronhayes@example.com,PowerBI Training,Week 10,Quiz,54
mayaporter@example.com,PowerBI Training,Week 10,Quiz,24
julianramirez@example.com,PowerBI Training,Week 10,Quiz,29
rubyhunter@example.com,PowerBI Training,Week 10,Quiz,27
leoross@example.com,PowerBI Training,Week 10,Quiz,65
sadiediaz@example.com,PowerBI Training,Week 10,Quiz,74
adamsimmons@example.com,PowerBI Training,Week 10,Quiz,10
violetgray@example.com,PowerBI Training,Week 10,Quiz,60
nathanmitchell@example.com,PowerBI Training,Week 10,Quiz,7
stellaperry@example.com,PowerBI Training,Week 10,Quiz,50
aidenrichardson@example.com,PowerBI Training,Week 10,Quiz,19
leahlopez@example.com,PowerBI Training,Week 10,Quiz,20
hunterbarnes@example.com,PowerBI Training,Week 10,Quiz,96
milabrooks@example.com,PowerBI Training,Week 10,Quiz,5
sebastiancarter@example.com,PowerBI Training,Week 10,Quiz,60
